issue number,issue title,created at,closed at,state,number of comments
15821,ActiveRecord regression with Polymorphic joins + exists?,2014-06-19 19:26:26,2014-08-18 21:23:07,closed,0
15822,to_json in Mail:Message object is throwing an exception,2014-06-19 19:56:14,2014-06-19 21:41:57,closed,7
15825,Email Interceptor broken in rails 4.1.1,2014-06-19 23:46:59,2014-06-19 23:50:40,closed,4
15826,"error with `Comment belongs_to :touch => true` and `t.integer :commentable_id, default: 0`",2014-06-20 00:56:37,2014-06-21 01:38:10,closed,3
15830,APP_PATH prevents me from starting WEBrick [for Rails 4.1.1],2014-06-20 06:38:04,2014-10-23 12:22:12,closed,8
15832,"[ActiveRecord] created_at & updated_at not loading from database (solved, needs solution)",2014-06-20 10:01:01,2015-01-02 15:52:13,closed,9
15833,Getting class using reflection on polymorphic belongs_to association does not work,2014-06-20 13:31:44,2015-01-27 07:33:05,closed,8
15835,ActiveRecord find inconsistency,2014-06-20 14:37:31,2014-06-20 17:42:09,closed,1
15843,Incompatibility between Rack::Session and ActionDispatch::Request::Session,2014-06-21 07:11:39,2016-05-04 20:45:26,closed,17
15844,Undefined local variable or method when calling `any?` on a association inside a select block,2014-06-21 09:18:55,2014-07-03 03:03:39,closed,7
15853,Eager loaded models not marked as read only,2014-06-22 03:19:46,2014-12-29 17:18:54,closed,3
15858,we're sorry something went wrong. Check log !,2014-06-22 12:13:17,2014-06-22 12:28:58,closed,4
15864,Possible regression in 4.1.1 regarding ActionController::TestResponse body,2014-06-22 20:01:00,2015-02-01 02:00:50,closed,9
15873,asset_path ignores host configuration when called outside of view,2014-06-23 12:33:05,2014-06-23 14:10:58,closed,10
15874,ActiveSupport::TimeWithZone and Time mixins cause incorrect behaviour,2014-06-23 12:36:34,2014-06-24 05:32:26,closed,1
15877,ActiveRecord::AttributeMethods#column_for_attribute doesn't work with alias_attribute and behaves strangely with nonexistent attribute,2014-06-23 12:50:10,2014-06-23 17:37:05,closed,4
15879,Defaulting parameter in ActionController::Parameter,2014-06-23 16:26:18,2014-06-23 17:33:29,closed,1
15896,Rails 4.0.6.rc3 incorrectly overrides Object#respond_to?,2014-06-24 15:15:41,2014-06-24 16:01:24,closed,11
15897,bug with namespaced models when using polymorphic associations,2014-06-24 15:20:59,2015-06-25 21:51:03,closed,4
15900,Problem with columns named 'format' on edge.,2014-06-24 16:16:36,2015-03-20 22:42:25,closed,4
15901,"redirect_to with second argument should not delete the ""status"" param of the url options",2014-06-24 16:31:22,2015-03-21 17:57:18,closed,8
15903,Issue in controller name,2014-06-24 18:06:10,2014-07-04 16:59:17,closed,4
15904,I18n.locale causes circular fault when used in engine,2014-06-24 18:14:00,2015-03-20 20:45:53,closed,7
15906,Overriding method_missing in ActiveRecord::Base children results in unexpected behavior.,2014-06-24 20:32:42,2014-06-25 23:17:46,closed,6
15907,undefined method `encoding' for #<ActionDispatch::Http::UploadedFile:xxxxxxxx>,2014-06-24 21:54:52,2014-06-24 23:22:15,closed,2
15908,fields_for excludes fields with disabled=true attribute from submition,2014-06-25 00:41:03,2014-06-25 01:18:32,closed,2
15911,Documentation/Code example fix: ActiveSupport::BacktraceCleaner,2014-06-25 17:13:11,2014-06-25 17:49:19,closed,1
15912,Email default headers are not overwritten if 'headers' is used (only if headers passed into 'mail' method).,2014-06-25 18:24:20,2014-10-18 20:04:25,closed,8
15913,Rails destroy command concatenates first/last lines of config/routes.rb,2014-06-25 18:26:30,2015-02-03 22:55:10,closed,3
15914,Ruby Guide Missing Instructions for Step 5,2014-06-25 18:56:29,2014-06-25 19:06:38,closed,1
15918,uninitialized constant ActionController::Live,2014-06-26 07:28:19,2014-06-26 08:59:39,closed,3
15919,undefined method `shellescape',2014-06-26 08:01:25,2014-06-26 09:57:06,closed,5
15920,"PG::ProtocolViolation: ERROR:  bind message supplies 2 parameters, but prepared statement requires 1",2014-06-26 14:10:26,2014-09-04 21:42:08,closed,16
15921,"Introduce ""Class.belonging_to"" ",2014-06-26 14:25:35,2014-06-26 14:32:05,closed,5
15922,JSON encoding,2014-06-26 14:43:41,2014-06-26 15:55:37,closed,2
15923,Format constrained routes causes `ArgumentError` to be raised when attempting to use `url_helpers`.,2014-06-26 15:44:08,2015-06-01 08:42:45,closed,4
15929,index: true not creating index in schema.rb?,2014-06-26 19:33:54,2014-06-26 19:38:33,closed,10
15930,ActiveSupport::Dependencies.autoload_paths issue ?,2014-06-26 21:45:44,2014-06-26 23:49:11,closed,2
15931,Active Record misidentifies MariaDB 10.x as MySQL 5.7+ when renaming an index,2014-06-27 02:17:13,2014-07-15 15:47:13,closed,1
15935,ActiveRecord HABTM reflection : foreign_key returning wrong end,2014-06-27 13:02:41,2014-06-27 14:00:35,closed,3
15939,attr_accessor in STI child prevents a column from getting saved to the DB,2014-06-27 17:32:02,2014-06-27 18:01:47,closed,9
15942,config.assets.precompile moved to assets.rb but still remains in production.rb,2014-06-27 18:56:22,2014-06-27 19:01:35,closed,2
15945,uninitialized relation delegate cache when using abstract model and inherited callback,2014-06-27 20:07:03,2014-06-27 22:00:50,closed,7
15953,Rake test fails with NoDatabaseError after heroku pg:pull,2014-06-28 05:15:25,2014-07-28 13:48:49,closed,8
15965,Eager loading on polymorphic association fails,2014-06-29 10:12:44,2015-02-01 01:18:01,closed,4
15967,Rails and Ajax issue.,2014-06-29 12:50:20,2014-06-29 15:01:58,closed,4
15968,PostgreSQL bigserial primary key type is lost in schema.rb,2014-06-29 13:42:52,2014-10-31 19:37:05,closed,5
15969,ActiveRecord includes unusably slow,2014-06-29 14:25:54,2014-06-30 09:51:27,closed,3
15971,Adding #empty? to ActiveRecord Quering,2014-06-29 14:55:49,2014-06-29 14:59:15,closed,2
15972,Routes.rb bug on Chrome Canary,2014-06-29 16:52:04,2014-06-29 16:53:51,closed,10
15984,ActionController::Responder#display_errors ignores custom status option,2014-06-29 21:56:25,2014-09-24 19:56:52,closed,2
15986,Error in functional testing mailer docs,2014-06-30 01:46:42,2014-06-30 16:39:08,closed,0
15988,secrets.yml not reloaded with Spring,2014-06-30 14:19:47,2014-06-30 14:56:42,closed,2
15990,Rails Dirty module ignores timezones in _field_changed? check ,2014-06-30 16:21:56,2014-07-01 11:31:03,closed,3
15993,rescue_from is not working,2014-06-30 21:59:50,2014-07-03 20:01:16,closed,7
15994,ActiveSupport's extension to DateTime: #to_f loses fractional seconds,2014-06-30 22:19:17,2014-07-02 22:05:07,closed,2
15998,ArgumentError: prepare called on a closed database -- on master,2014-07-01 12:05:08,2014-07-02 01:00:27,closed,3
16002,mb_chars methods output is intermittently broken in Ruby 1.9.3,2014-07-01 13:59:55,2014-07-01 14:28:36,closed,5
16005,Provide easier polymorphic association joins,2014-07-01 15:33:23,2014-07-01 16:00:21,closed,2
16010,Error with class_name attribute,2014-07-01 18:09:59,2014-07-02 13:26:07,closed,5
16012,Enums don't work with stored attributes,2014-07-01 19:27:16,2014-07-02 12:44:14,closed,5
16019,Habtm and update_all method,2014-07-02 17:03:14,2015-07-19 21:27:57,closed,8
16023,Testing multiple uploads doesn't work when passed as an array of hashes,2014-07-02 18:08:26,2014-07-02 20:30:37,closed,3
16031,"After strip! for attribute as string, activerecord not save changes",2014-07-03 07:32:38,2014-07-03 07:41:56,closed,3
16032,Eager loading of habtm returns only one record (regression on rails 4.1),2014-07-03 12:23:29,2015-10-28 00:08:21,closed,9
16041,Problem with AS::Callbacks around callback with implicit block argument,2014-07-03 20:08:04,2014-07-07 02:34:56,closed,5
16043,Strange Rails behavior with custom mime types,2014-07-03 21:26:53,2014-07-03 21:30:09,closed,4
16047,ActiveSupport#localtime should attempt to honour the application timezone,2014-07-04 14:18:36,2014-07-04 19:51:32,closed,6
16050,Uninitialized constant ActiveSupport::Notifications,2014-07-04 15:04:00,2014-07-04 15:11:54,closed,2
16053,Rails 4 logs to STDOUT when running specs,2014-07-04 18:22:36,2014-07-04 19:35:22,closed,2
16058,Slash usage in to_param results in escaped character and no route match with 4.1.2 upgrade,2014-07-04 22:27:45,2014-07-06 17:01:06,closed,25
16060,"content_tag, when called with a block, isnt respecting `escape` parameter",2014-07-05 07:25:22,2015-01-02 15:54:08,closed,4
16061,Error in Active Support Core Extension document,2014-07-05 09:26:25,2014-07-05 14:16:44,closed,2
16063,Arel version dependency breaks gems,2014-07-05 16:14:06,2014-07-05 16:21:33,closed,7
16070,Eager loading nested associations breaks (v4.0.8 => v4.1.0.beta1) if nil values are found in between,2014-07-06 12:39:18,2014-11-28 13:27:08,closed,10
16076,Does counter_cache only get triggered for create & destroy,2014-07-07 01:03:24,2014-07-07 02:37:35,closed,2
16079,Broken link at http://guides.rubyonrails.org/getting_started.html,2014-07-07 07:01:01,2014-07-07 08:37:10,closed,5
16080,:<< (push method) on PG array filed does not considered as a change of the field,2014-07-07 07:56:31,2014-07-07 13:08:18,closed,3
16084,Persistence after_create with relation,2014-07-07 09:16:50,2014-07-07 13:13:59,closed,1
16085,Saving has_many through when record is new can result in insert/update combo (was working in 4.1.1),2014-07-07 10:16:53,2015-07-19 21:38:05,closed,13
16087,Postgresql fails `test_has_many_through_has_one_with_has_many_through_source_reflection_preload` test,2014-07-07 15:01:29,2014-07-08 14:00:29,closed,4
16088,4.1.4:  undefined method `select!' for #<Some::ActiveRecord_Relation:...>,2014-07-07 15:29:55,2014-07-08 06:24:47,closed,3
16092,Using slim as the default html preprocessor,2014-07-08 11:01:31,2014-07-08 11:10:03,closed,3
16096,Generated sql remove aliases when limit or first is called,2014-07-08 19:04:05,2014-07-26 14:52:35,closed,2
16101,Scope pollution for queries inside scopes,2014-07-09 05:25:31,2014-07-16 19:02:29,closed,5
16104,URLs can't contain utf-8 characters since 4.1.2 (was working in 4.1.1),2014-07-09 09:45:23,2014-07-10 09:47:56,closed,12
16105,NoMethodError: undefined method `cache_configured?' for main:Object,2014-07-09 10:13:30,2015-06-25 21:39:18,closed,9
16106,ActiveRecord query : Placeholder not working,2014-07-09 11:15:58,2014-07-09 11:55:32,closed,2
16107,Translation missing bug,2014-07-09 11:31:09,2014-08-02 07:25:25,closed,4
16111,Schema dumper does not correctly dump UUID primary keys (when using pgcrypto extension),2014-07-09 20:05:43,2014-07-14 10:20:27,closed,4
16112,SystemStackError: stack level too deep in as_json,2014-07-09 20:38:33,2014-07-09 21:09:55,closed,4
16119,ActionController::TemplateAssertions does not reset between requests for Integration Tests,2014-07-10 03:24:21,2014-07-22 20:19:17,closed,0
16120,ActionController::TemplateAssertions does not reset upon new request for Integration Tests,2014-07-10 06:47:51,2014-07-10 06:49:09,closed,1
16121,Less specific translation is selected as a default,2014-07-10 07:52:48,2014-07-11 01:07:09,closed,7
16124,Wrong zone with DateTime parser ,2014-07-10 12:15:22,2014-07-10 14:27:48,closed,1
16125,STI where inheritance column values are not the same as the name of the class,2014-07-10 14:43:14,2014-07-10 14:53:18,closed,3
16126,Why do rails require test_unit by default ?,2014-07-10 16:52:52,2014-07-10 16:55:14,closed,2
16128,Error on has_many :through with dynamic conditions,2014-07-10 18:07:06,2014-08-20 16:38:06,closed,20
16131,ActiveSupport(4.1 or above) raise error when creating JSON data with MultiJson and Oj.,2014-07-11 06:58:42,2014-07-29 08:35:49,closed,4
16137,validates_associated doesn't work with has_one,2014-07-11 13:50:10,2014-08-16 23:17:00,closed,3
16139,Through associations are not setting both parent IDs correctly,2014-07-11 14:17:52,2015-08-25 04:54:28,closed,9
16140,INNER JOIN becomes LEFT OUTER JOIN when merging relations,2014-07-11 16:41:47,2015-03-20 20:45:50,closed,11
16152,Assocation checking using aliased attribute,2014-07-13 00:39:15,2014-08-25 23:56:25,closed,4
16157,Routes Documentation improvement,2014-07-14 02:30:36,2014-07-28 16:55:02,closed,2
16158,algorithm: :concurrently does not work,2014-07-14 05:34:22,2014-07-14 17:33:22,closed,1
16160,ActionController::UrlFor requires more as a Rack-compatible request,2014-07-14 07:42:31,2015-03-06 20:49:37,closed,5
16163,"ActionMailer: calling ""attachments[]="" after ""mail"" leads to unexpected behavior",2014-07-14 08:56:16,2014-07-29 07:25:44,closed,6
16169,[BUG] Rails::Application is not a subclass of Rails::Engine?,2014-07-14 14:58:36,2014-07-14 15:53:43,closed,1
16171,Unexpected ActiveRecord `update_all` and `count` behavior,2014-07-14 20:24:36,2014-07-17 20:14:53,closed,6
16177,Debugging guide should contain information regarding performance issues,2014-07-15 11:05:53,2014-07-17 06:25:37,closed,1
16178,horo variables,2014-07-15 11:17:56,2014-07-15 11:19:05,closed,2
16185,active record enum don`t accept string number,2014-07-16 04:42:30,2014-07-16 05:21:14,closed,4
16186,Eager loading for has_many association,2014-07-16 09:34:18,2014-07-17 08:51:47,closed,8
16191,Allowing for more then 1000 records in an in clause,2014-07-16 15:30:53,2014-07-16 15:39:21,closed,1
16193,[activerecord] Conditions introduced with where! are not used on association results,2014-07-16 18:39:38,2014-07-16 18:42:02,closed,2
16203,There is no reason why `ActiveModel::Dirty#reset_attribute!` needs to be private.,2014-07-17 08:39:26,2014-07-17 17:57:07,closed,1
16206,'becomes' method does not copy unsaved attributes,2014-07-17 13:37:37,2014-07-29 04:59:02,closed,6
16207,Rails seemingly processes GET request as POST from bot request (security vulnerability?),2014-07-17 14:54:10,2014-07-17 15:16:40,closed,5
16209,asset_host doesn't work if it change after have called ActionController::Base,2014-07-17 20:48:31,2014-07-17 20:52:27,closed,1
16213,Connection pool leaves all connections in use after database restart,2014-07-18 05:12:38,2014-07-19 17:47:02,closed,4
16214,how to prevent the n+1 sql in join case like below,2014-07-18 09:24:48,2014-07-18 12:05:01,closed,2
16215,how to prevent the n+1 sql in join case like below,2014-07-18 09:25:24,2014-07-18 09:40:38,closed,1
16218,Eager_loading (Object doesn't support #inspect),2014-07-18 16:33:33,2014-07-18 19:38:04,closed,3
16222,ParamsWrapper::wrap_params | `:include` should wrap additional params not only params specified,2014-07-18 17:31:04,2014-07-18 18:03:23,closed,1
16226,Project Management Enterprise,2014-07-19 07:24:20,2014-07-19 12:14:48,closed,1
16228,kjjkj,2014-07-19 09:04:27,2014-07-19 09:13:14,closed,0
16233,"Migration change_column array:true, default: '{}' don't work rails 4.1.4",2014-07-20 00:32:34,2014-07-20 02:32:57,closed,1
16235,Template inheritance not working correctly when mixing html and js files,2014-07-20 18:08:59,2014-07-21 17:10:30,closed,2
16241,Table aliases for multiple includes against belongs_to relationships are order dependent,2014-07-21 14:43:30,2014-07-21 17:14:06,closed,4
16244,Rails 4.0.8 vs Rails 4.1.4 - valid? method fails,2014-07-21 20:37:53,2014-07-24 18:51:36,closed,8
16246,Attribute query method documentation is misleading,2014-07-21 23:23:57,2014-07-28 15:35:38,closed,5
16249,Method time_zone_select no assign css class,2014-07-22 02:23:43,2014-07-22 02:50:36,closed,2
16251,ActiveRecord Relation #size raise Arguments error when objects have not loaded,2014-07-22 04:11:36,2014-07-22 09:07:56,closed,5
16255,"Typo in ""Getting started with rails""",2014-07-22 13:31:50,2014-07-22 14:27:31,closed,2
16259,ActiveModel::Errors.full_messages - undefined method `each' for :String,2014-07-22 17:03:19,2014-07-22 17:35:16,closed,5
16261,Drop default value for column,2014-07-22 19:17:09,2014-07-23 16:44:21,closed,10
16262,"Problem with migration with ""id: false"" using Postgresql and Rails 4.1.4",2014-07-22 21:44:32,2014-07-22 21:51:06,closed,1
16264,Rails 4 can't handle ajax request Backbone model.save() using Backbone.emulateJSON = false,2014-07-23 05:35:38,2014-07-23 05:52:25,closed,2
16265,Behaviour of connection specification url,2014-07-23 13:10:28,2014-07-24 12:39:45,closed,6
16266,touch: true is doing n callbacks for n child and one parent.,2014-07-23 16:13:12,2014-07-23 21:34:02,closed,12
16269,Possible issue w/ `becomes`,2014-07-23 19:42:45,2016-01-06 04:18:10,closed,12
16270,first(limit) behaves different compared to first without passing params,2014-07-23 21:18:14,2014-07-23 21:20:28,closed,2
16273,test,2014-07-24 06:42:24,2014-07-24 07:34:04,closed,0
16274,password:digest option for generators isn't documented,2014-07-24 06:49:42,2014-07-25 19:02:04,closed,0
16278,Hash#slice: should accept an array,2014-07-24 10:10:33,2014-07-24 12:11:07,closed,1
16279,HashWithIndifferentAccess doesn't copy default_proc,2014-07-24 11:05:53,2014-07-24 16:51:51,closed,2
16286,updating in after commit callback causing infinite loop,2014-07-25 04:19:21,2014-07-25 14:58:54,closed,6
16288,Unexpected behavior of AR::Enum with inherited models,2014-07-25 12:40:13,2014-08-17 19:00:14,closed,9
16289,Bad code example for i18n from accept-language header,2014-07-25 13:55:19,2014-07-25 13:59:15,closed,6
16291,group trashes select values,2014-07-25 16:08:45,2015-01-02 16:17:50,closed,14
16292,Rails 4.1 generates binstubs after template is run,2014-07-25 16:47:35,2014-08-06 06:51:23,closed,10
16296,after_commit :task on: :create bug,2014-07-25 18:57:03,2014-07-25 19:00:16,closed,1
16301,undefined method `value' for ActiveRecord::Attribute::Null:Class,2014-07-26 01:12:01,2014-07-29 06:21:56,closed,5
16308,rake test:prepare aborts and throws 'FATAL: database...does not exist',2014-07-27 04:14:41,2014-07-27 09:06:55,closed,1
16317,Rails 4.1.4: The 'https' protocol is not passed to url helpers used in emails,2014-07-28 09:28:24,2014-07-28 12:57:07,closed,6
16322,change param in constraints routes,2014-07-28 16:19:06,2014-10-23 12:21:04,closed,2
16323,SQLite3 BusyException is rescued when calling <Model>.all,2014-07-28 17:58:02,2014-07-28 21:33:00,closed,1
16324,ActiveRecord does not handle default scopes correctly for has_many_through relationships,2014-07-28 19:44:48,2014-07-31 16:37:52,closed,2
16327,ActionPack 3.2.x is dependent on outdated version of Rack,2014-07-29 03:11:26,2014-07-29 14:04:36,closed,1
16331,ccccccdhrbubhlcrhbfgnvekuruvjklikdhcfhukbdkv,2014-07-29 06:41:15,2014-07-29 06:41:29,closed,0
16337,Incorrect presence validation for associations,2014-07-29 16:49:02,2014-07-29 16:52:35,closed,1
16340,Multiple validate callbacks with same callback method cannot be specified,2014-07-29 19:41:25,2014-07-29 19:44:14,closed,3
16344,Fixtures do not generate the correct instance id if model class name ends 'Base',2014-07-30 14:51:09,2014-07-30 18:12:15,closed,7
16347,"Having value :parent in enum causes ""SystemStackError: stack level too deep""",2014-07-30 19:13:06,2014-09-04 08:03:38,closed,3
16354,Javascript compression can not be disabled,2014-07-31 02:18:45,2014-07-31 14:26:34,closed,1
16358,Can't set format in default_url_options,2014-07-31 10:11:53,2015-01-29 12:52:18,closed,4
16362,Incorrect controller definition on nested route definition,2014-07-31 19:44:32,2014-08-02 06:25:38,closed,6
16365,Mismatch class for permitted params in rails controller?,2014-08-01 07:02:06,2014-08-15 07:50:51,closed,6
16368, db:schema:dump saves set columns as varchar(0) on MySQL ,2014-08-01 17:39:59,2014-08-01 20:21:56,closed,1
16369,pluralize method does not pluralize secretary_of_state correctly,2014-08-01 19:01:05,2014-08-01 19:02:08,closed,1
16370,Cannot define multiple 'included' blocks for a Concern,2014-08-01 22:39:06,2014-08-01 23:20:03,closed,3
16382,Add e.backtrace to instrumentation payload,2014-08-03 06:22:38,2014-08-07 02:57:03,closed,3
16387,validates_associated causes nested association to become nil,2014-08-04 00:23:53,2015-01-02 16:18:27,closed,7
16389,Connection pool segmentation fault,2014-08-04 09:18:26,2015-01-02 16:18:00,closed,2
16392,Time.change doesn't support changing nanoseconds,2014-08-04 16:14:49,2014-09-14 01:01:29,closed,7
16394,Link to sample code is not working,2014-08-04 20:22:04,2014-08-04 20:24:46,closed,1
16401,`to_time` on a `DateTime` object returns a `DateTime` object in 3.2.19,2014-08-05 12:58:53,2014-08-05 13:50:41,closed,2
16406,DateTime::Infinity range regression?,2014-08-05 18:35:29,2014-08-07 01:45:55,closed,3
16407,Bug: Counter cache not working for polymorphic relationship,2014-08-05 19:19:17,2015-07-19 21:55:48,closed,16
16413,ActiveRecord incorrect update query when using custom primary key,2014-08-06 15:55:50,2014-08-07 02:48:22,closed,0
16414,eager load of associations is skipping joins,2014-08-06 17:05:19,2015-03-20 20:45:43,closed,5
16420,The order of scopes affects the query generated,2014-08-07 09:59:29,2014-08-07 13:34:04,closed,1
16423,NoMethodError: undefined method `reverse' for nil:NilClass,2014-08-07 18:23:34,2015-03-12 13:18:48,closed,6
16425,after_commit hook does not fire from nested transaction,2014-08-07 20:41:30,2014-08-12 04:16:35,closed,2
16431,Includes preloading with all nil values,2014-08-08 14:06:59,2015-01-02 16:18:42,closed,3
16433,Rack::Runtime can only be disabled in an initializer,2014-08-08 18:08:47,2015-02-19 11:30:18,closed,11
16442,Monkey patch to remove accepts_nested_attributes_for in rails controller strong parameters,2014-08-09 08:08:13,2014-08-09 15:57:10,closed,2
16444,request.xhr? is not working in controller,2014-08-09 17:17:29,2014-08-11 18:29:39,closed,16
16447,Preloader in 4.1.4 ignores order scope of a :through association,2014-08-09 20:55:50,2015-01-02 16:19:22,closed,3
16454,Assets precompile is generating a wrong digest_string,2014-08-11 01:07:21,2014-11-20 09:14:05,closed,8
16455,"""Getting Started"" - Section 5.3 - InvalidAuthenticityToken",2014-08-11 01:36:28,2014-08-12 23:41:46,closed,2
16459,Different behaviors while fetching value for enum fields,2014-08-11 07:49:53,2015-02-14 06:59:48,closed,2
16460,Misleading example in Enum API documentation,2014-08-11 14:28:59,2014-08-11 16:13:58,closed,4
16463,Option to have ActiveRecord warn on big result sets,2014-08-11 16:55:11,2015-03-26 20:21:36,closed,6
16468,Unhelpful error message on class/module misspellings,2014-08-11 22:10:15,2014-10-25 12:08:25,closed,9
16470,Make ActiveRecord::Store coder default to JSON from setting in initializer,2014-08-11 23:21:04,2014-08-19 22:15:52,closed,4
16474,Asset pipeline & CSS3 multiple backgrounds,2014-08-12 10:05:59,2014-10-23 12:20:02,closed,2
16477,Asset pipeline & CSS3 ,2014-08-12 15:06:25,2014-08-12 15:06:30,closed,0
16479,Rails.env not set correctly in initializers when using rails console,2014-08-12 18:30:32,2015-10-20 20:48:56,closed,14
16480,Scoped objects don't map as expected to DB tables,2014-08-12 20:35:36,2014-11-05 09:18:20,closed,4
16482,Class is not initializing in rails console,2014-08-12 21:17:04,2014-08-13 06:53:32,closed,2
16483,Inconsistent form helper behavior,2014-08-12 21:22:55,2014-10-25 23:21:00,closed,3
16490,Issue with ActiveRecord 3.1.3 + JoinDependency/JoinPart,2014-08-13 09:24:03,2014-08-13 20:47:07,closed,3
16492,Circular dependency error with lib classes,2014-08-13 12:26:18,2014-08-15 08:22:29,closed,3
16495,[documentation conflict] Using symbols for order,2014-08-13 17:27:21,2014-08-13 17:56:37,closed,8
16497,`url_for(@user)` in a mailer view prints a deprecation warning instead of calling `user_url`,2014-08-13 21:19:07,2014-11-24 22:35:13,closed,35
16499,Lazy translations inside render partial layout blocks perform unexpectedly,2014-08-14 02:11:09,2014-12-08 17:16:19,closed,8
16506,Impossible where-clause still goes to database.,2014-08-14 20:48:00,2014-08-25 23:59:25,closed,2
16507,No longer possible to override templates for migrations created by scaffolding,2014-08-14 22:38:34,2015-03-17 15:34:22,closed,2
16511,Cookie upgrader not capable of handling cookies with hash values in 4.0.x,2014-08-15 10:30:51,2014-08-15 11:59:34,closed,1
16512,Broken link on documentation page,2014-08-15 13:38:52,2014-08-15 13:45:48,closed,1
16514,Rails is messing with IO.pipe,2014-08-15 14:23:58,2014-08-15 14:27:25,closed,3
16515,Railties file path variable marker issues with RPM build.,2014-08-15 16:21:26,2014-08-15 17:12:15,closed,1
16516,FormBuilder#fields_for for an association without nested attributes,2014-08-15 18:50:29,2014-09-10 19:57:38,closed,1
16519,Why not be able to found HTTP header with underscore,2014-08-15 23:46:13,2014-08-19 00:19:32,closed,4
16520,#as_json aren't being used for cookie jar serialization,2014-08-15 23:47:12,2014-08-17 19:42:38,closed,1
16524,Rails Guides Tutorial Improvement,2014-08-16 18:25:21,2014-08-19 16:08:25,closed,5
16530,validates_uniquness_of possibly takes into account other configured databases,2014-08-17 14:51:48,2015-01-05 00:55:46,closed,6
16551,Issue after 4.0.9 upgrade,2014-08-19 01:00:27,2014-08-19 01:15:06,closed,4
16555,Models based on PostgreSQL views report 'nil' attribute,2014-08-19 07:14:28,2014-09-09 10:02:22,closed,5
16557,gem install rails' stuck forever on RDoc generation,2014-08-19 09:44:12,2014-08-20 17:42:29,closed,3
16566,rails s faling,2014-08-19 19:55:08,2014-08-19 22:51:49,closed,7
16567, ..,2014-08-19 20:42:20,2014-08-19 20:42:44,closed,0
16568,"installing rails, invalid argument",2014-08-19 21:04:02,2014-08-28 12:48:06,closed,2
16576,[HELP WANTED] Document Rails 4.2,2014-08-20 07:45:51,2014-11-25 12:57:12,closed,9
16578,Really pesky when Rails 4.2.0.beta1 listening on  http://localhost:3000 in development,2014-08-20 08:38:34,2014-09-21 16:09:21,closed,9
16580,[ActiveRecord] 'Where' bad escaping with array of array,2014-08-20 10:31:42,2014-09-08 03:42:04,closed,4
16588,`composed_of` freezes objects in aggregation cache,2014-08-20 17:49:53,2014-08-21 15:37:54,closed,2
16591,PostgreSQL bind errors when including polymorphic associations,2014-08-20 19:22:39,2014-09-05 11:39:15,closed,2
16599,Custom :id data type and maintaining in schema.rb dump,2014-08-20 22:36:46,2015-01-02 16:49:08,closed,10
16601,Multicolumn foreign key (Rails 4.2),2014-08-21 01:11:24,2014-08-21 10:07:19,closed,1
16605,Route constrains with class not working in rails 4.2.0.beta1,2014-08-21 07:18:34,2014-08-28 17:35:26,closed,0
16606,Postgresql array attribute accessor behaviour is messy and do not properly save data into database,2014-08-21 08:24:33,2014-08-21 10:00:15,closed,3
16609,fresh rails 4.2.0.beta1 installation fails: Unresolved dependency found during sorting,2014-08-21 09:23:15,2014-08-21 15:14:09,closed,10
16614,[Regression 4.1.6.rc1] Spree regressions.,2014-08-21 15:18:22,2014-09-08 15:49:22,closed,13
16618,Migration rollback order does not respect schema_migrations order,2014-08-21 17:32:47,2014-08-21 17:51:28,closed,1
16619,rename_index in abstract/schema_statements.rb does not create a index with all options,2014-08-21 18:48:02,2014-09-10 18:10:23,closed,1
16620,[Regression 4.1.6.rc1] second association added to a new record does not get updated,2014-08-21 19:01:29,2014-09-05 21:47:57,closed,2
16623,[Regression 4.0.10.rc1 & 4.1.6.rc1] PG::SyntaxError ActiveRecord removes spaces from SQL,2014-08-21 20:44:44,2014-08-24 06:58:11,closed,4
16627,Text field is using '_before_type_cast' value rather than actual value,2014-08-22 04:26:24,2014-08-29 14:03:39,closed,1
16631,Pluck limitation order by COUNT,2014-08-22 08:29:43,2015-06-25 21:42:34,closed,6
16654,Circular require in AR when run in parallel,2014-08-23 05:00:02,2015-03-20 20:45:47,closed,4
16665,rails new --edge references 4-1-stable branch in Gemfile,2014-08-23 20:14:02,2014-08-24 14:16:50,closed,3
16668,AR Conditions carried over to other model relations when using where(...).create(),2014-08-24 04:14:23,2014-08-24 21:51:28,closed,2
16677,"ActiveRecord 4.2.0.beta1 uses code from ActiveSupport Core Extensions, but does not require it",2014-08-24 16:33:48,2014-09-02 14:49:34,closed,3
16678,Upgrade to Rails 4.1 broke autoreload using NFS with a VirutalBox VM,2014-08-24 17:58:18,2014-09-04 14:48:28,closed,15
16679,Missing partial routes/_route,2014-08-24 18:05:27,2014-09-04 17:10:11,closed,5
16683,Bad Link on Getting Started with Rails Documentation,2014-08-25 00:19:21,2014-08-25 03:03:29,closed,1
16684,Can no longer validate presence of an association after upgrade to Rails 4.1,2014-08-25 01:50:33,2014-09-09 08:02:49,closed,5
16685,Rails::Railtie::Configuration#respond_to? method signature is incorrect,2014-08-25 15:50:52,2014-08-26 18:44:00,closed,1
16687,Change in how ActionController::Parameters are used in Model.where between Rails 4.1.4 and 4.1.5,2014-08-25 16:41:48,2014-08-25 16:50:23,closed,1
16694,Options for belongs_to does not contain primary_key in documentation,2014-08-25 21:03:37,2015-04-12 20:36:32,closed,3
